0x5b8,Flag 1 - 8,Flag 9 - 16,Flag 17 - 24,Flag 25 - 32,Flag 33 - 40,Flag 41 - 48,Flag 49 - 56,Flag 57 - 63,Character Pointer,Face Pointer,Asset Pointer,Character Name Pointer,Character Description Pointer,Attack Stance Pointer,Defense Stance Pointer,Character ID,Support Route,Army ID,Replace this Character ID from GameData,Parent,Class 1,Class 2,Support ID,Level,Internal level,Enemy/Ally Flag,##UNKNOWN##,Base HP,Base Strength,Base Skill,Base Speed,Base Luck,Base Defense,Base Resistance,Base Mov,HP Cap,Strength Cap,Skill Cap,Speed Cap,Luck Cap,Defense Cap,Resistance Cap,Mov Cap,HP Growth,Strength Growth,Skill Growth,Speed Growth,Luck Growth,Defense Growth,Resistance Growth,Mov Growth,##UNKNOWN##,Sword/Katana Rank,Lance/Naginata Rank,Axe/Club Rank,Shuriken/Dagger Rank,Bow/Yumi Rank,Tome/Scroll Rank,Staff/Rod Rank,Stone Rank,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill Flags 1 - 8,Skill Flags 9 - 16,Personal Skill (Birthright),Personal Skill (Conquest),Personal Skill (Revelation),Day of birth,Month of birth,Reclass option 1,Reclass Option 2,Parent ID,Child ID,Support Index (parent - child and sibling support),Level Cap / 10,Amiibo,Combat Music Pointer,Enemy Voice Pointer,Amiibo weapon 1,Amiibo weapon 2,unk,unk,unk,unk,unk
Arcanist4,0x0,0x0,0x0,0x0,0x28,0x22,0x1,0x0,0x14e0e,0x13f48,0x14e1a,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fa0,1,0,0x2fa0,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Arcanist5,0x0,0x0,0x0,0x0,0x35,0x22,0x1,0x0,0x14e0e,0x13f48,0x14e1a,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fae,1,0,0x2fae,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Witch,0x0,0x0,0x0,0x0,0x42,0x22,0x1,0x0,0x14e0e,0x13f48,0x14e1a,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fbc,1,0,0x2fbc,0x1,0x0,0x0,14215,1,0,0x41200000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Witch2,0x0,0x0,0x0,0x0,0x4f,0x22,0x1,0x0,0x14be6,0x1422f,0x14bf0,0x0,0x0,0x1425c,0x101,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fb60001492300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fd8,1,0,0x2fd8,0x1,0x0,0x0,18729,1,0,0x3d23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Witch3,0x0,0x0,0x0,0x0,0x5a,0x22,0x1,0x0,0x14be6,0x1422f,0x14bf0,0x0,0x0,0x1425c,0x101,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1492300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fd8,1,0,0x2fd8,0x1,0x0,0x0,18729,1,0,0x3d23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Witch4,0x0,0x0,0x0,0x0,0x69,0x22,0x1,0x0,0x14be6,0x1422f,0x14bf0,0x0,0x0,0x1425c,0x101,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fb60001492300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fe4,1,0,0x2fe4,0x1,0x0,0x0,18729,1,0,0x3d23d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor,0x0,0x0,0x0,0x0,0x74,0x22,0x1,0x0,0x14be6,0x1422f,0x14bf0,0x0,0x0,0x1425c,0x101,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fb60001492300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2ff0,1,0,0x2ff0,0x1,0x0,0x0,18729,1,0,0x3ecccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor2,0x0,0x0,0x0,0x0,0x7f,0x22,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x101,0x4b04,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3014,1,0,0x3014,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor3,0x0,0x0,0x0,0x0,0x8c,0x22,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x101,0x4b04,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3022,1,0,0x3022,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor4,0x0,0x0,0x0,0x0,0x99,0x22,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x101,0x4b04,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3030,1,0,0x3030,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor5,0x0,0x0,0x0,0x0,0xa6,0x22,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x101,0x4b04,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x303e,1,0,0x303e,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor6,0x0,0x0,0x0,0x0,0xb3,0x22,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x301,0x4b09,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3030,1,0,0x3030,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor7,0x0,0x0,0x0,0x0,0xc8,0x22,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1201,0x4b04,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3014,1,0,0x3014,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor8,0x0,0x0,0x0,0x0,0xdf,0x22,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1801,0x4b04,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3022,1,0,0x3022,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor9,0x0,0x0,0x0,0x0,0xf6,0x22,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1001,0x4b04,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3030,1,0,0x3030,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor10,0x0,0x0,0x0,0x0,0xd,0x23,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1401,0x4b05,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3030,1,0,0x3030,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor11,0x0,0x0,0x0,0x0,0x28,0x23,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0xc01,0x4b03,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3030,1,0,0x3030,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor12,0x0,0x0,0x0,0x0,0x37,0x23,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1901,0x4b05,0x32,0x0,0,0,0,0x2800,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x304c,1,0,0x304c,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor13,0x0,0x0,0x0,0x0,0x46,0x23,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x2301,0x4b05,0x32,0x0,0,0,0,0x2800,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x305c,1,0,0x305c,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Cantor14,0x0,0x0,0x0,0x0,0x55,0x23,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x2800,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x304c,1,0,0x304c,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
BowKnight,0x0,0x0,0x0,0x0,0x64,0x23,0x1,0x0,0x14e2c,0x14199,0x14e38,0x0,0x0,0x1425c,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x2800,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14e2500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x304c,1,0,0x304c,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Fighter,0x0,0x0,0x0,0x0,0x73,0x23,0x1,0x0,0x14e43,0x13f07,0x14e53,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c3000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Baron,0x0,0x0,0x0,0x0,0x82,0x23,0x1,0x0,0x14e62,0x134ea,0x14e6c,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1400,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c5400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Hero,0x0,0x0,0x0,0x0,0x8b,0x23,0x1,0x0,0x14e75,0x13d88,0x14e81,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14cc800000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Priestess,0x0,0x0,0x0,0x0,0x96,0x23,0x1,0x0,0x14e8c,0x14e96,0x14ea1,0x0,0x0,0x0,0x100,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14c1000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x9f,0x23,0x1,0x0,0x14eaa,0x14eb4,0x14ebf,0x0,0x0,0x0,0x101,0x0,0x0,0x3f,0x1e,0x1,0x4b00,0x32,0x0,0,0,0,0x1e00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14ec800000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2ffc,1,0,0x2ffc,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xa8,0x23,0x1,0x0,0x14ecf,0x134ea,0x14edb,0x14eea,0x14ef9,0x14f07,0x1000100,0x0,0x0,0x3f,0x11,0x0,0x0,0x0,0x0,0,0,0,0x0,28,10,7,6,7,5,4,0,52,41,41,39,39,41,40,40,60,50,55,45,35,50,3,0,0x1352b00014f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xb7,0x23,0x1,0x0,0x14ecf,0x1391e,0x14f1d,0x14f2c,0x14ef9,0x14f07,0x2000101,0x999a,0x19,0x3f,0x11,0x0,0x0,0x0,0x0,0,0,0,0x0,20,8,6,6,8,4,7,0,52,42,40,40,39,39,40,40,50,60,50,50,45,35,4,0,0x1395700014f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2e16,1,0,0x2e16,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xc6,0x23,0x1,0x0,0x14ecf,0x134b0,0x14f3b,0x14f46,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xd5,0x23,0x1,0x0,0x14ecf,0x1369a,0x14c05,0x14f55,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xe6,0x23,0x1,0x0,0x14ecf,0x13ccf,0x14c45,0x14f66,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xfb,0x23,0x1,0x0,0x14ecf,0x1386c,0x14ca2,0x14f7b,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x14,0x24,0x1,0x0,0x14ecf,0x13544,0x14ad9,0x14f94,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x29,0x24,0x1,0x0,0x14ecf,0x13a6f,0x14c23,0x14fa9,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x3c,0x24,0x1,0x0,0x14ecf,0x13d88,0x14e81,0x14fbc,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x4d,0x24,0x1,0x0,0x14ecf,0x14d90,0x14d99,0x14fcd,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x5a,0x24,0x1,0x0,0x14ecf,0x13d30,0x14dea,0x14fda,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x69,0x24,0x1,0x0,0x14ecf,0x13a35,0x14cbf,0x14fe9,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x78,0x24,0x1,0x0,0x14ecf,0x13c26,0x14cd8,0x14ff8,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x87,0x24,0x1,0x0,0x14ecf,0x1411d,0x14ced,0x15007,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0x98,0x24,0x1,0x0,0x14ecf,0x13714,0x14db2,0x15018,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xad,0x24,0x1,0x0,0x14ecf,0x140a7,0x14dd1,0x1502d,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xc2,0x24,0x1,0x0,0x14ecf,0x13f07,0x14e53,0x15042,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Illusion,0x0,0x0,0x0,0x0,0xd7,0x24,0x1,0x0,0x14ecf,0x134ea,0x130f9,0x15057,0x14ef9,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x4,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
